Date,Holiday,Province,Year
1995-12-26,Boxing Day,ON,1995
1996-01-01,New Year's Day,AB,1996
1996-01-01,New Year's Day,BC,1996
1996-01-01,New Year's Day,MB,1996
1996-01-01,New Year's Day,NB,1996
1996-01-01,New Year's Day,NL,1996
1996-01-01,New Year's Day,NS,1996
1996-01-01,New Year's Day,NT,1996
1996-01-01,New Year's Day,NU,1996
1996-01-01,New Year's Day,ON,1996
1996-01-01,New Year's Day,PE,1996
1996-01-01,New Year's Day,QC,1996
1996-01-01,New Year's Day,SK,1996
1996-01-01,New Year's Day,YT,1996
1996-02-19,Family Day,AB,1996
1996-04-05,Good Friday,AB,1996
1996-04-05,Good Friday,BC,1996
1996-04-05,Good Friday,MB,1996
1996-04-05,Good Friday,NB,1996
1996-04-05,Good Friday,NL,1996
1996-04-05,Good Friday,NS,1996
1996-04-05,Good Friday,NT,1996
1996-04-05,Good Friday,NU,1996
1996-04-05,Good Friday,ON,1996
1996-04-05,Good Friday,PE,1996
1996-04-05,Good Friday,QC,1996
1996-04-05,Good Friday,SK,1996
1996-04-05,Good Friday,YT,1996
1996-05-20,Victoria Day,AB,1996
1996-05-20,Victoria Day,BC,1996
1996-05-20,Victoria Day,MB,1996
1996-05-20,Victoria Day,NT,1996
1996-05-20,Victoria Day,NU,1996
1996-05-20,Victoria Day,ON,1996
1996-05-20,Victoria Day,SK,1996
1996-05-20,Victoria Day,YT,1996
1996-06-21,National Aboriginal Day,NT,1996
1996-06-24,Saint John the Baptist Day,QC,1996
1996-07-01,Canada Day,AB,1996
1996-07-01,Canada Day,BC,1996
1996-07-01,Canada Day,MB,1996
1996-07-01,Canada Day,NB,1996
1996-07-01,Canada Day; Memorial Day,NL,1996
1996-07-01,Canada Day,NS,1996
1996-07-01,Canada Day,NT,1996
1996-07-01,Canada Day,NU,1996
1996-07-01,Canada Day,ON,1996
1996-07-01,Canada Day,PE,1996
1996-07-01,Canada Day,QC,1996
1996-07-01,Canada Day,SK,1996
1996-07-01,Canada Day,YT,1996
1996-08-05,British Columbia Day,BC,1996
1996-08-05,New Brunswick Day,NB,1996
1996-08-05,Civic Holiday,NT,1996
1996-08-05,Civic Holiday,NU,1996
1996-08-05,Saskatchewan Day,SK,1996
1996-08-19,Discovery Day,YT,1996
1996-09-02,Labor Day,AB,1996
1996-09-02,Labor Day,BC,1996
1996-09-02,Labor Day,MB,1996
1996-09-02,Labor Day,NB,1996
1996-09-02,Labor Day,NL,1996
1996-09-02,Labor Day,NS,1996
1996-09-02,Labor Day,NT,1996
1996-09-02,Labor Day,NU,1996
1996-09-02,Labor Day,ON,1996
1996-09-02,Labor Day,PE,1996
1996-09-02,Labor Day,QC,1996
1996-09-02,Labor Day,SK,1996
1996-09-02,Labor Day,YT,1996
1996-10-14,Thanksgiving Day,AB,1996
1996-10-14,Thanksgiving Day,BC,1996
1996-10-14,Thanksgiving Day,MB,1996
1996-10-14,Thanksgiving Day,NT,1996
1996-10-14,Thanksgiving Day,NU,1996
1996-10-14,Thanksgiving Day,ON,1996
1996-10-14,Thanksgiving Day,QC,1996
1996-10-14,Thanksgiving Day,SK,1996
1996-10-14,Thanksgiving Day,YT,1996
1996-11-11,Remembrance Day,AB,1996
1996-11-11,Remembrance Day,BC,1996
1996-11-11,Remembrance Day,NB,1996
1996-11-11,Remembrance Day,NL,1996
1996-11-11,Remembrance Day,NS,1996
1996-11-11,Remembrance Day,NT,1996
1996-11-11,Remembrance Day,NU,1996
1996-11-11,Remembrance Day,PE,1996
1996-11-11,Remembrance Day,SK,1996
1996-11-11,Remembrance Day,YT,1996
1996-12-25,Christmas Day,AB,1996
1996-12-25,Christmas Day,BC,1996
1996-12-25,Christmas Day,MB,1996
1996-12-25,Christmas Day,NB,1996
1996-12-25,Christmas Day,NL,1996
1996-12-25,Christmas Day,NS,1996
1996-12-25,Christmas Day,NT,1996
1996-12-25,Christmas Day,NU,1996
1996-12-25,Christmas Day,ON,1996
1996-12-25,Christmas Day,PE,1996
1996-12-25,Christmas Day,QC,1996
1996-12-25,Christmas Day,SK,1996
1996-12-25,Christmas Day,YT,1996
1996-12-26,Boxing Day,ON,1996
1997-01-01,New Year's Day,AB,1997
1997-01-01,New Year's Day,BC,1997
1997-01-01,New Year's Day,MB,1997
1997-01-01,New Year's Day,NB,1997
1997-01-01,New Year's Day,NL,1997
1997-01-01,New Year's Day,NS,1997
1997-01-01,New Year's Day,NT,1997
1997-01-01,New Year's Day,NU,1997
1997-01-01,New Year's Day,ON,1997
1997-01-01,New Year's Day,PE,1997
1997-01-01,New Year's Day,QC,1997
1997-01-01,New Year's Day,SK,1997
1997-01-01,New Year's Day,YT,1997
1997-02-17,Family Day,AB,1997
1997-03-28,Good Friday,AB,1997
1997-03-28,Good Friday,BC,1997
1997-03-28,Good Friday,MB,1997
1997-03-28,Good Friday,NB,1997
1997-03-28,Good Friday,NL,1997
1997-03-28,Good Friday,NS,1997
1997-03-28,Good Friday,NT,1997
1997-03-28,Good Friday,NU,1997
1997-03-28,Good Friday,ON,1997
1997-03-28,Good Friday,PE,1997
1997-03-28,Good Friday,QC,1997
1997-03-28,Good Friday,SK,1997
1997-03-28,Good Friday,YT,1997
1997-05-19,Victoria Day,AB,1997
1997-05-19,Victoria Day,BC,1997
1997-05-19,Victoria Day,MB,1997
1997-05-19,Victoria Day,NT,1997
1997-05-19,Victoria Day,NU,1997
1997-05-19,Victoria Day,ON,1997
1997-05-19,Victoria Day,SK,1997
1997-05-19,Victoria Day,YT,1997
1997-06-21,National Aboriginal Day,NT,1997
1997-06-24,Saint John the Baptist Day,QC,1997
1997-07-01,Canada Day,AB,1997
1997-07-01,Canada Day,BC,1997
1997-07-01,Canada Day,MB,1997
1997-07-01,Canada Day,NB,1997
1997-07-01,Canada Day; Memorial Day,NL,1997
1997-07-01,Canada Day,NS,1997
1997-07-01,Canada Day,NT,1997
1997-07-01,Canada Day,NU,1997
1997-07-01,Canada Day,ON,1997
1997-07-01,Canada Day,PE,1997
1997-07-01,Canada Day,QC,1997
1997-07-01,Canada Day,SK,1997
1997-07-01,Canada Day,YT,1997
1997-08-04,British Columbia Day,BC,1997
1997-08-04,New Brunswick Day,NB,1997
1997-08-04,Civic Holiday,NT,1997
1997-08-04,Civic Holiday,NU,1997
1997-08-04,Saskatchewan Day,SK,1997
1997-08-18,Discovery Day,YT,1997
1997-09-01,Labor Day,AB,1997
1997-09-01,Labor Day,BC,1997
1997-09-01,Labor Day,MB,1997
1997-09-01,Labor Day,NB,1997
1997-09-01,Labor Day,NL,1997
1997-09-01,Labor Day,NS,1997
1997-09-01,Labor Day,NT,1997
1997-09-01,Labor Day,NU,1997
1997-09-01,Labor Day,ON,1997
1997-09-01,Labor Day,PE,1997
1997-09-01,Labor Day,QC,1997
1997-09-01,Labor Day,SK,1997
1997-09-01,Labor Day,YT,1997
1997-10-13,Thanksgiving Day,AB,1997
1997-10-13,Thanksgiving Day,BC,1997
1997-10-13,Thanksgiving Day,MB,1997
1997-10-13,Thanksgiving Day,NT,1997
1997-10-13,Thanksgiving Day,NU,1997
1997-10-13,Thanksgiving Day,ON,1997
1997-10-13,Thanksgiving Day,QC,1997
1997-10-13,Thanksgiving Day,SK,1997
1997-10-13,Thanksgiving Day,YT,1997
1997-11-11,Remembrance Day,AB,1997
1997-11-11,Remembrance Day,BC,1997
1997-11-11,Remembrance Day,NB,1997
1997-11-11,Remembrance Day,NL,1997
1997-11-11,Remembrance Day,NS,1997
1997-11-11,Remembrance Day,NT,1997
1997-11-11,Remembrance Day,NU,1997
1997-11-11,Remembrance Day,PE,1997
1997-11-11,Remembrance Day,SK,1997
1997-11-11,Remembrance Day,YT,1997
1997-12-25,Christmas Day,AB,1997
1997-12-25,Christmas Day,BC,1997
1997-12-25,Christmas Day,MB,1997
1997-12-25,Christmas Day,NB,1997
1997-12-25,Christmas Day,NL,1997
1997-12-25,Christmas Day,NS,1997
1997-12-25,Christmas Day,NT,1997
1997-12-25,Christmas Day,NU,1997
1997-12-25,Christmas Day,ON,1997
1997-12-25,Christmas Day,PE,1997
1997-12-25,Christmas Day,QC,1997
1997-12-25,Christmas Day,SK,1997
1997-12-25,Christmas Day,YT,1997
1997-12-26,Boxing Day,ON,1997
1998-01-01,New Year's Day,AB,1998
1998-01-01,New Year's Day,BC,1998
1998-01-01,New Year's Day,MB,1998
1998-01-01,New Year's Day,NB,1998
1998-01-01,New Year's Day,NL,1998
1998-01-01,New Year's Day,NS,1998
1998-01-01,New Year's Day,NT,1998
1998-01-01,New Year's Day,NU,1998
1998-01-01,New Year's Day,ON,1998
1998-01-01,New Year's Day,PE,1998
1998-01-01,New Year's Day,QC,1998
1998-01-01,New Year's Day,SK,1998
1998-01-01,New Year's Day,YT,1998
1998-02-16,Family Day,AB,1998
1998-04-10,Good Friday,AB,1998
1998-04-10,Good Friday,BC,1998
1998-04-10,Good Friday,MB,1998
1998-04-10,Good Friday,NB,1998
1998-04-10,Good Friday,NL,1998
1998-04-10,Good Friday,NS,1998
1998-04-10,Good Friday,NT,1998
1998-04-10,Good Friday,NU,1998
1998-04-10,Good Friday,ON,1998
1998-04-10,Good Friday,PE,1998
1998-04-10,Good Friday,QC,1998
1998-04-10,Good Friday,SK,1998
1998-04-10,Good Friday,YT,1998
1998-05-18,Victoria Day,AB,1998
1998-05-18,Victoria Day,BC,1998
1998-05-18,Victoria Day,MB,1998
1998-05-18,Victoria Day,NT,1998
1998-05-18,Victoria Day,NU,1998
1998-05-18,Victoria Day,ON,1998
1998-05-18,Victoria Day,SK,1998
1998-05-18,Victoria Day,YT,1998
1998-06-21,National Aboriginal Day,NT,1998
1998-06-24,Saint John the Baptist Day,QC,1998
1998-07-01,Canada Day,AB,1998
1998-07-01,Canada Day,BC,1998
1998-07-01,Canada Day,MB,1998
1998-07-01,Canada Day,NB,1998
1998-07-01,Canada Day; Memorial Day,NL,1998
1998-07-01,Canada Day,NS,1998
1998-07-01,Canada Day,NT,1998
1998-07-01,Canada Day,NU,1998
1998-07-01,Canada Day,ON,1998
1998-07-01,Canada Day,PE,1998
1998-07-01,Canada Day,QC,1998
1998-07-01,Canada Day,SK,1998
1998-07-01,Canada Day,YT,1998
1998-08-03,British Columbia Day,BC,1998
1998-08-03,New Brunswick Day,NB,1998
1998-08-03,Civic Holiday,NT,1998
1998-08-03,Civic Holiday,NU,1998
1998-08-03,Saskatchewan Day,SK,1998
1998-08-17,Discovery Day,YT,1998
1998-09-07,Labor Day,AB,1998
1998-09-07,Labor Day,BC,1998
1998-09-07,Labor Day,MB,1998
1998-09-07,Labor Day,NB,1998
1998-09-07,Labor Day,NL,1998
1998-09-07,Labor Day,NS,1998
1998-09-07,Labor Day,NT,1998
1998-09-07,Labor Day,NU,1998
1998-09-07,Labor Day,ON,1998
1998-09-07,Labor Day,PE,1998
1998-09-07,Labor Day,QC,1998
1998-09-07,Labor Day,SK,1998
1998-09-07,Labor Day,YT,1998
1998-10-12,Thanksgiving Day,AB,1998
1998-10-12,Thanksgiving Day,BC,1998
1998-10-12,Thanksgiving Day,MB,1998
1998-10-12,Thanksgiving Day,NT,1998
1998-10-12,Thanksgiving Day,NU,1998
1998-10-12,Thanksgiving Day,ON,1998
1998-10-12,Thanksgiving Day,QC,1998
1998-10-12,Thanksgiving Day,SK,1998
1998-10-12,Thanksgiving Day,YT,1998
1998-11-11,Remembrance Day,AB,1998
1998-11-11,Remembrance Day,BC,1998
1998-11-11,Remembrance Day,NB,1998
1998-11-11,Remembrance Day,NL,1998
1998-11-11,Remembrance Day,NS,1998
1998-11-11,Remembrance Day,NT,1998
1998-11-11,Remembrance Day,NU,1998
1998-11-11,Remembrance Day,PE,1998
1998-11-11,Remembrance Day,SK,1998
1998-11-11,Remembrance Day,YT,1998
1998-12-25,Christmas Day,AB,1998
1998-12-25,Christmas Day,BC,1998
1998-12-25,Christmas Day,MB,1998
1998-12-25,Christmas Day,NB,1998
1998-12-25,Christmas Day,NL,1998
1998-12-25,Christmas Day,NS,1998
1998-12-25,Christmas Day,NT,1998
1998-12-25,Christmas Day,NU,1998
1998-12-25,Christmas Day,ON,1998
1998-12-25,Christmas Day,PE,1998
1998-12-25,Christmas Day,QC,1998
1998-12-25,Christmas Day,SK,1998
1998-12-25,Christmas Day,YT,1998
1998-12-26,Boxing Day,ON,1998
1999-01-01,New Year's Day,AB,1999
1999-01-01,New Year's Day,BC,1999
1999-01-01,New Year's Day,MB,1999
1999-01-01,New Year's Day,NB,1999
1999-01-01,New Year's Day,NL,1999
1999-01-01,New Year's Day,NS,1999
1999-01-01,New Year's Day,NT,1999
1999-01-01,New Year's Day,NU,1999
1999-01-01,New Year's Day,ON,1999
1999-01-01,New Year's Day,PE,1999
1999-01-01,New Year's Day,QC,1999
1999-01-01,New Year's Day,SK,1999
1999-01-01,New Year's Day,YT,1999
1999-02-15,Family Day,AB,1999
1999-04-02,Good Friday,AB,1999
1999-04-02,Good Friday,BC,1999
1999-04-02,Good Friday,MB,1999
1999-04-02,Good Friday,NB,1999
1999-04-02,Good Friday,NL,1999
1999-04-02,Good Friday,NS,1999
1999-04-02,Good Friday,NT,1999
1999-04-02,Good Friday,NU,1999
1999-04-02,Good Friday,ON,1999
1999-04-02,Good Friday,PE,1999
1999-04-02,Good Friday,QC,1999
1999-04-02,Good Friday,SK,1999
1999-04-02,Good Friday,YT,1999
1999-05-24,Victoria Day,AB,1999
1999-05-24,Victoria Day,BC,1999
1999-05-24,Victoria Day,MB,1999
1999-05-24,Victoria Day,NT,1999
1999-05-24,Victoria Day,NU,1999
1999-05-24,Victoria Day,ON,1999
1999-05-24,Victoria Day,SK,1999
1999-05-24,Victoria Day,YT,1999
1999-06-21,National Aboriginal Day,NT,1999
1999-06-24,Saint John the Baptist Day,QC,1999
1999-07-01,Canada Day,AB,1999
1999-07-01,Canada Day,BC,1999
1999-07-01,Canada Day,MB,1999
1999-07-01,Canada Day,NB,1999
1999-07-01,Canada Day; Memorial Day,NL,1999
1999-07-01,Canada Day,NS,1999
1999-07-01,Canada Day,NT,1999
1999-07-01,Canada Day,NU,1999
1999-07-01,Canada Day,ON,1999
1999-07-01,Canada Day,PE,1999
1999-07-01,Canada Day,QC,1999
1999-07-01,Canada Day,SK,1999
1999-07-01,Canada Day,YT,1999
1999-08-02,British Columbia Day,BC,1999
1999-08-02,New Brunswick Day,NB,1999
1999-08-02,Civic Holiday,NT,1999
1999-08-02,Civic Holiday,NU,1999
1999-08-02,Saskatchewan Day,SK,1999
1999-08-16,Discovery Day,YT,1999
1999-09-06,Labor Day,AB,1999
1999-09-06,Labor Day,BC,1999
1999-09-06,Labor Day,MB,1999
1999-09-06,Labor Day,NB,1999
1999-09-06,Labor Day,NL,1999
1999-09-06,Labor Day,NS,1999
1999-09-06,Labor Day,NT,1999
1999-09-06,Labor Day,NU,1999
1999-09-06,Labor Day,ON,1999
1999-09-06,Labor Day,PE,1999
1999-09-06,Labor Day,QC,1999
1999-09-06,Labor Day,SK,1999
1999-09-06,Labor Day,YT,1999
1999-10-11,Thanksgiving Day,AB,1999
1999-10-11,Thanksgiving Day,BC,1999
1999-10-11,Thanksgiving Day,MB,1999
1999-10-11,Thanksgiving Day,NT,1999
1999-10-11,Thanksgiving Day,NU,1999
1999-10-11,Thanksgiving Day,ON,1999
1999-10-11,Thanksgiving Day,QC,1999
1999-10-11,Thanksgiving Day,SK,1999
1999-10-11,Thanksgiving Day,YT,1999
1999-11-11,Remembrance Day,AB,1999
1999-11-11,Remembrance Day,BC,1999
1999-11-11,Remembrance Day,NB,1999
1999-11-11,Remembrance Day,NL,1999
1999-11-11,Remembrance Day,NS,1999
1999-11-11,Remembrance Day,NT,1999
1999-11-11,Remembrance Day,NU,1999
1999-11-11,Remembrance Day,PE,1999
1999-11-11,Remembrance Day,SK,1999
1999-11-11,Remembrance Day,YT,1999
1999-12-25,Christmas Day,AB,1999
1999-12-25,Christmas Day,BC,1999
1999-12-25,Christmas Day,MB,1999
1999-12-25,Christmas Day,NB,1999
1999-12-25,Christmas Day,NL,1999
1999-12-25,Christmas Day,NS,1999
1999-12-25,Christmas Day,NT,1999
1999-12-25,Christmas Day,NU,1999
1999-12-25,Christmas Day,ON,1999
1999-12-25,Christmas Day,PE,1999
1999-12-25,Christmas Day,QC,1999
1999-12-25,Christmas Day,SK,1999
1999-12-25,Christmas Day,YT,1999
1999-12-26,Boxing Day,ON,1999
1999-12-27,Christmas Day (observed),AB,1999
1999-12-27,Christmas Day (observed),BC,1999
1999-12-27,Christmas Day (observed),MB,1999
1999-12-27,Christmas Day (observed),NB,1999
1999-12-27,Christmas Day (observed),NL,1999
1999-12-27,Christmas Day (observed),NS,1999
1999-12-27,Christmas Day (observed),NT,1999
1999-12-27,Christmas Day (observed),NU,1999
1999-12-27,Christmas Day (observed),ON,1999
1999-12-27,Christmas Day (observed),PE,1999
1999-12-27,Christmas Day (observed),QC,1999
1999-12-27,Christmas Day (observed),SK,1999
1999-12-27,Christmas Day (observed),YT,1999
1999-12-28,Boxing Day (observed),ON,1999
2000-01-01,New Year's Day,AB,2000
2000-01-01,New Year's Day,BC,2000
2000-01-01,New Year's Day,MB,2000
2000-01-01,New Year's Day,NB,2000
2000-01-01,New Year's Day,NL,2000
2000-01-01,New Year's Day,NS,2000
2000-01-01,New Year's Day,NT,2000
2000-01-01,New Year's Day,NU,2000
2000-01-01,New Year's Day,ON,2000
2000-01-01,New Year's Day,PE,2000
2000-01-01,New Year's Day,QC,2000
2000-01-01,New Year's Day,SK,2000
2000-01-01,New Year's Day,YT,2000
2000-01-03,New Year's Day (observed),AB,2000
2000-01-03,New Year's Day (observed),BC,2000
2000-01-03,New Year's Day (observed),MB,2000
2000-01-03,New Year's Day (observed),NB,2000
2000-01-03,New Year's Day (observed),NL,2000
2000-01-03,New Year's Day (observed),NS,2000
2000-01-03,New Year's Day (observed),NT,2000
2000-01-03,New Year's Day (observed),NU,2000
2000-01-03,New Year's Day (observed),ON,2000
2000-01-03,New Year's Day (observed),PE,2000
2000-01-03,New Year's Day (observed),QC,2000
2000-01-03,New Year's Day (observed),SK,2000
2000-01-03,New Year's Day (observed),YT,2000
2000-02-21,Family Day,AB,2000
2000-04-21,Good Friday,AB,2000
2000-04-21,Good Friday,BC,2000
2000-04-21,Good Friday,MB,2000
2000-04-21,Good Friday,NB,2000
2000-04-21,Good Friday,NL,2000
2000-04-21,Good Friday,NS,2000
2000-04-21,Good Friday,NT,2000
2000-04-21,Good Friday,NU,2000
2000-04-21,Good Friday,ON,2000
2000-04-21,Good Friday,PE,2000
2000-04-21,Good Friday,QC,2000
2000-04-21,Good Friday,SK,2000
2000-04-21,Good Friday,YT,2000
2000-05-22,Victoria Day,AB,2000
2000-05-22,Victoria Day,BC,2000
2000-05-22,Victoria Day,MB,2000
2000-05-22,Victoria Day,NT,2000
2000-05-22,Victoria Day,NU,2000
2000-05-22,Victoria Day,ON,2000
2000-05-22,Victoria Day,SK,2000
2000-05-22,Victoria Day,YT,2000
2000-06-21,National Aboriginal Day,NT,2000
2000-06-24,Saint John the Baptist Day,QC,2000
2000-07-01,Canada Day,AB,2000
2000-07-01,Canada Day,BC,2000
2000-07-01,Canada Day,MB,2000
2000-07-01,Canada Day,NB,2000
2000-07-01,Canada Day; Memorial Day,NL,2000
2000-07-01,Canada Day,NS,2000
2000-07-01,Canada Day,NT,2000
2000-07-01,Canada Day,NU,2000
2000-07-01,Canada Day,ON,2000
2000-07-01,Canada Day,PE,2000
2000-07-01,Canada Day,QC,2000
2000-07-01,Canada Day,SK,2000
2000-07-01,Canada Day,YT,2000
2000-07-03,Canada Day (observed); Memorial Day (observed),NL,2000
2000-07-03,Canada Day (observed),PE,2000
2000-07-03,Canada Day (observed),SK,2000
2000-07-03,Canada Day (observed),YT,2000
2000-08-07,British Columbia Day,BC,2000
2000-08-07,New Brunswick Day,NB,2000
2000-08-07,Civic Holiday,NT,2000
2000-08-07,Civic Holiday,NU,2000
2000-08-07,Saskatchewan Day,SK,2000
2000-08-21,Discovery Day,YT,2000
2000-09-04,Labor Day,AB,2000
2000-09-04,Labor Day,BC,2000
2000-09-04,Labor Day,MB,2000
2000-09-04,Labor Day,NB,2000
2000-09-04,Labor Day,NL,2000
2000-09-04,Labor Day,NS,2000
2000-09-04,Labor Day,NT,2000
2000-09-04,Labor Day,NU,2000
2000-09-04,Labor Day,ON,2000
2000-09-04,Labor Day,PE,2000
2000-09-04,Labor Day,QC,2000
2000-09-04,Labor Day,SK,2000
2000-09-04,Labor Day,YT,2000
2000-10-09,Thanksgiving Day,AB,2000
2000-10-09,Thanksgiving Day,BC,2000
2000-10-09,Thanksgiving Day,MB,2000
2000-10-09,Thanksgiving Day,NT,2000
2000-10-09,Thanksgiving Day,NU,2000
2000-10-09,Thanksgiving Day,ON,2000
2000-10-09,Thanksgiving Day,QC,2000
2000-10-09,Thanksgiving Day,SK,2000
2000-10-09,Thanksgiving Day,YT,2000
2000-11-11,Remembrance Day,AB,2000
2000-11-11,Remembrance Day,BC,2000
2000-11-11,Remembrance Day,NB,2000
2000-11-11,Remembrance Day,NL,2000
2000-11-11,Remembrance Day,NS,2000
2000-11-11,Remembrance Day,NT,2000
2000-11-11,Remembrance Day,NU,2000
2000-11-11,Remembrance Day,PE,2000
2000-11-11,Remembrance Day,SK,2000
2000-11-11,Remembrance Day,YT,2000
2000-11-13,Remembrance Day (observed),AB,2000
2000-11-13,Remembrance Day (observed),NL,2000
2000-11-13,Remembrance Day (observed),NS,2000
2000-11-13,Remembrance Day (observed),PE,2000
2000-11-13,Remembrance Day (observed),SK,2000
2000-11-13,Remembrance Day (observed),YT,2000
2000-12-25,Christmas Day,AB,2000
2000-12-25,Christmas Day,BC,2000
2000-12-25,Christmas Day,MB,2000
2000-12-25,Christmas Day,NB,2000
2000-12-25,Christmas Day,NL,2000
2000-12-25,Christmas Day,NS,2000
2000-12-25,Christmas Day,NT,2000
2000-12-25,Christmas Day,NU,2000
2000-12-25,Christmas Day,ON,2000
2000-12-25,Christmas Day,PE,2000
2000-12-25,Christmas Day,QC,2000
2000-12-25,Christmas Day,SK,2000
2000-12-25,Christmas Day,YT,2000
2000-12-26,Boxing Day,ON,2000
2001-01-01,New Year's Day,AB,2001
2001-01-01,New Year's Day,BC,2001
2001-01-01,New Year's Day,MB,2001
2001-01-01,New Year's Day,NB,2001
2001-01-01,New Year's Day,NL,2001
2001-01-01,New Year's Day,NS,2001
2001-01-01,New Year's Day,NT,2001
2001-01-01,New Year's Day,NU,2001
2001-01-01,New Year's Day,ON,2001
2001-01-01,New Year's Day,PE,2001
2001-01-01,New Year's Day,QC,2001
2001-01-01,New Year's Day,SK,2001
2001-01-01,New Year's Day,YT,2001
2001-02-19,Family Day,AB,2001
2001-04-13,Good Friday,AB,2001
2001-04-13,Good Friday,BC,2001
2001-04-13,Good Friday,MB,2001
2001-04-13,Good Friday,NB,2001
2001-04-13,Good Friday,NL,2001
2001-04-13,Good Friday,NS,2001
2001-04-13,Good Friday,NT,2001
2001-04-13,Good Friday,NU,2001
2001-04-13,Good Friday,ON,2001
2001-04-13,Good Friday,PE,2001
2001-04-13,Good Friday,QC,2001
2001-04-13,Good Friday,SK,2001
2001-04-13,Good Friday,YT,2001
2001-05-21,Victoria Day,AB,2001
2001-05-21,Victoria Day,BC,2001
2001-05-21,Victoria Day,MB,2001
2001-05-21,Victoria Day,NT,2001
2001-05-21,Victoria Day,NU,2001
2001-05-21,Victoria Day,ON,2001
2001-05-21,Victoria Day,SK,2001
2001-05-21,Victoria Day,YT,2001
2001-06-21,National Aboriginal Day,NT,2001
